UUID,Subject,Student,Point
0503e993-5750-428d-9ef6-adf71faca980,6346a07c-7c07-42fc-b68e-b13462d889a3,eac1efdd-fa84-493b-9590-19de8ea253bd,72
1aed9b9d-6ef1-4a89-9f25-7949a3d3d4f4,b4f10d51-c91c-492f-8267-ea73e68f3ee7,eac1efdd-fa84-493b-9590-19de8ea253bd,14
c27f0d1e-498c-45d3-a15c-a4db1855ffc2,ad525104-71e2-4844-977c-e03341f1a498,eac1efdd-fa84-493b-9590-19de8ea253bd,44
924d54d9-8924-40d5-a947-6a138ca59d42,04ef3106-842d-4aa5-b3c6-47a26244f3c9,3203ed73-9fc1-49b7-b5e9-c3dbaf63b9c3,49
7b25d8a2-6c6a-4578-b0a7-07e8068b3731,29649024-9f8b-42d7-b397-c82d1cf9754b,3203ed73-9fc1-49b7-b5e9-c3dbaf63b9c3,3
16c6d386-580f-4400-8176-d3738bb5b6a3,697d6fe1-1fb6-4afb-a160-03fcee76532f,3203ed73-9fc1-49b7-b5e9-c3dbaf63b9c3,48
9c8f3de8-9f5c-4b34-b5bb-bc1a8fdd461b,9c20ab8e-c3ce-43a4-8a32-d0d6a5281f57,3203ed73-9fc1-49b7-b5e9-c3dbaf63b9c3,72
44b5026e-4dbb-4f58-a0a0-21a0a6e5835c,c25a9b47-ffe6-4889-a289-12453200d17f,3203ed73-9fc1-49b7-b5e9-c3dbaf63b9c3,50
77449478-bb6b-4af3-ae19-a731d72d7326,363cbdd0-b1d8-45cc-96ec-2ddd6b86d0ee,3203ed73-9fc1-49b7-b5e9-c3dbaf63b9c3,52
0a423028-3adf-4bf0-9986-49f7bb65c487,33f41cbf-dbfc-493b-9b3e-36b88a6bca77,3203ed73-9fc1-49b7-b5e9-c3dbaf63b9c3,46
fd939151-e3f6-468f-82f6-c8ab147a1ff7,6346a07c-7c07-42fc-b68e-b13462d889a3,3203ed73-9fc1-49b7-b5e9-c3dbaf63b9c3,88
a2f837cb-30e7-4853-b3e2-a1ec7b029c1e,b4f10d51-c91c-492f-8267-ea73e68f3ee7,3203ed73-9fc1-49b7-b5e9-c3dbaf63b9c3,13
a951f8bf-38bc-4255-b175-4acb534f1a1e,ad525104-71e2-4844-977c-e03341f1a498,3203ed73-9fc1-49b7-b5e9-c3dbaf63b9c3,20
295025d2-313c-4600-941b-79186ca5a7e1,04ef3106-842d-4aa5-b3c6-47a26244f3c9,127a9ccf-9640-49b8-9649-51cd559e4433,33
09d5ced9-17f6-421a-ad48-bea37eda919a,29649024-9f8b-42d7-b397-c82d1cf9754b,127a9ccf-9640-49b8-9649-51cd559e4433,84
4f146e95-f67c-403b-b70e-eb6beee58a61,697d6fe1-1fb6-4afb-a160-03fcee76532f,127a9ccf-9640-49b8-9649-51cd559e4433,71
d411032c-7e2f-4fe9-9d44-92a8d285a6e8,9c20ab8e-c3ce-43a4-8a32-d0d6a5281f57,127a9ccf-9640-49b8-9649-51cd559e4433,62
0a7f46cb-ec91-4a86-9a2c-117af4382323,c25a9b47-ffe6-4889-a289-12453200d17f,127a9ccf-9640-49b8-9649-51cd559e4433,24
6da837fc-14cc-490c-9979-ca7a7de61d69,363cbdd0-b1d8-45cc-96ec-2ddd6b86d0ee,127a9ccf-9640-49b8-9649-51cd559e4433,63
71fb4195-71a7-4cd6-a4b2-703d6e74b72b,33f41cbf-dbfc-493b-9b3e-36b88a6bca77,127a9ccf-9640-49b8-9649-51cd559e4433,89
b62c6f32-d6e8-4285-80e9-7e680d8f8435,6346a07c-7c07-42fc-b68e-b13462d889a3,127a9ccf-9640-49b8-9649-51cd559e4433,45
5a477b1e-0251-4593-a2d1-69b6f82c1e2c,b4f10d51-c91c-492f-8267-ea73e68f3ee7,127a9ccf-9640-49b8-9649-51cd559e4433,75
d5041d32-2b49-4e52-b86e-5ec0b8730271,ad525104-71e2-4844-977c-e03341f1a498,127a9ccf-9640-49b8-9649-51cd559e4433,96
a5d6687c-dcad-4b4b-9ae2-c7775fd77938,04ef3106-842d-4aa5-b3c6-47a26244f3c9,b8e93bc8-cd11-409a-88eb-56b3c1acb455,62
d692c689-5e36-4a4a-9a2d-bc751e162e5e,29649024-9f8b-42d7-b397-c82d1cf9754b,b8e93bc8-cd11-409a-88eb-56b3c1acb455,52
8c379117-375d-4035-916d-2c0efd1f79de,697d6fe1-1fb6-4afb-a160-03fcee76532f,b8e93bc8-cd11-409a-88eb-56b3c1acb455,2
30ea2404-7449-4f39-b3ae-11b177c31b81,9c20ab8e-c3ce-43a4-8a32-d0d6a5281f57,b8e93bc8-cd11-409a-88eb-56b3c1acb455,26
d058a010-0004-47f1-83f7-5a05f145d142,c25a9b47-ffe6-4889-a289-12453200d17f,b8e93bc8-cd11-409a-88eb-56b3c1acb455,77
e093bad0-7004-4f29-81c2-339436cd0e00,363cbdd0-b1d8-45cc-96ec-2ddd6b86d0ee,b8e93bc8-cd11-409a-88eb-56b3c1acb455,31
51c700ea-6ae7-4b0f-8cbf-586b921ab753,33f41cbf-dbfc-493b-9b3e-36b88a6bca77,b8e93bc8-cd11-409a-88eb-56b3c1acb455,72
0cb45931-eb2d-4515-b4b9-6330d5ad2526,6346a07c-7c07-42fc-b68e-b13462d889a3,b8e93bc8-cd11-409a-88eb-56b3c1acb455,83
0479cf0d-5151-4093-b7a5-5540f662a4bc,b4f10d51-c91c-492f-8267-ea73e68f3ee7,b8e93bc8-cd11-409a-88eb-56b3c1acb455,90
6c8edaba-14df-4814-a872-11d7cd1412e6,ad525104-71e2-4844-977c-e03341f1a498,b8e93bc8-cd11-409a-88eb-56b3c1acb455,72
f1269548-be58-4179-b9bf-8858528d1bb8,04ef3106-842d-4aa5-b3c6-47a26244f3c9,fba2ee8b-0f5e-44d6-a2ed-c103a4efdc4e,99
9ba52f92-eca9-45f0-9f19-20760674eed2,29649024-9f8b-42d7-b397-c82d1cf9754b,fba2ee8b-0f5e-44d6-a2ed-c103a4efdc4e,56
fc4abf11-f649-4292-a6bd-7aeddf092bde,697d6fe1-1fb6-4afb-a160-03fcee76532f,fba2ee8b-0f5e-44d6-a2ed-c103a4efdc4e,75
fc560cc0-ab5e-4f6d-abda-5b258ad0c588,9c20ab8e-c3ce-43a4-8a32-d0d6a5281f57,fba2ee8b-0f5e-44d6-a2ed-c103a4efdc4e,15
cc11b9ac-3c98-4ef4-accc-84faf86a614f,c25a9b47-ffe6-4889-a289-12453200d17f,fba2ee8b-0f5e-44d6-a2ed-c103a4efdc4e,55
53c8f1d3-16fe-4e18-82d0-3aa6b3034a44,363cbdd0-b1d8-45cc-96ec-2ddd6b86d0ee,fba2ee8b-0f5e-44d6-a2ed-c103a4efdc4e,23
70e9e310-31f7-428a-8b33-843c33938cc4,33f41cbf-dbfc-493b-9b3e-36b88a6bca77,fba2ee8b-0f5e-44d6-a2ed-c103a4efdc4e,88
74af42ea-0533-4d4a-9a4c-465b7dd093b0,6346a07c-7c07-42fc-b68e-b13462d889a3,fba2ee8b-0f5e-44d6-a2ed-c103a4efdc4e,0
a0651689-138c-4090-80bd-cf9a4b84984e,b4f10d51-c91c-492f-8267-ea73e68f3ee7,fba2ee8b-0f5e-44d6-a2ed-c103a4efdc4e,66
56bede6c-b6e9-432f-bed6-1916438bd87f,ad525104-71e2-4844-977c-e03341f1a498,fba2ee8b-0f5e-44d6-a2ed-c103a4efdc4e,76
cad01e9a-c669-4dba-8d8e-c64bab25fda3,04ef3106-842d-4aa5-b3c6-47a26244f3c9,441e901e-271d-466c-9311-41635c61e5d9,37
6a6b008f-47cf-4b42-9c11-646e2904e0b4,29649024-9f8b-42d7-b397-c82d1cf9754b,441e901e-271d-466c-9311-41635c61e5d9,41
9d99ef83-e5e7-4c30-bd55-ef6b9858ab5f,697d6fe1-1fb6-4afb-a160-03fcee76532f,441e901e-271d-466c-9311-41635c61e5d9,1
384cf750-603b-4c28-bddc-9c086bd03560,9c20ab8e-c3ce-43a4-8a32-d0d6a5281f57,441e901e-271d-466c-9311-41635c61e5d9,89
c0ef63f7-36e8-4065-b38c-2637217553f4,c25a9b47-ffe6-4889-a289-12453200d17f,441e901e-271d-466c-9311-41635c61e5d9,32
768c49e2-71cd-401e-a763-b1ea1071e14f,363cbdd0-b1d8-45cc-96ec-2ddd6b86d0ee,441e901e-271d-466c-9311-41635c61e5d9,98
990470bd-ab26-4790-b2b1-b4d9cea2ef92,33f41cbf-dbfc-493b-9b3e-36b88a6bca77,441e901e-271d-466c-9311-41635c61e5d9,89
610058a2-251d-48ff-bf94-a72a524bb077,6346a07c-7c07-42fc-b68e-b13462d889a3,441e901e-271d-466c-9311-41635c61e5d9,15
8b8ac590-0ea9-4833-86e1-da9d3de1ae60,b4f10d51-c91c-492f-8267-ea73e68f3ee7,441e901e-271d-466c-9311-41635c61e5d9,99
3b7048b4-712b-42bd-9b7b-2731b4fe3675,ad525104-71e2-4844-977c-e03341f1a498,441e901e-271d-466c-9311-41635c61e5d9,31
08400ca7-a03a-4582-9b4c-58edad491cea,04ef3106-842d-4aa5-b3c6-47a26244f3c9,d6649cbc-2ae8-4a5b-b0f8-2d583fb6458c,60
92eabd73-4e83-41a2-9da4-1a8bbfed347b,29649024-9f8b-42d7-b397-c82d1cf9754b,d6649cbc-2ae8-4a5b-b0f8-2d583fb6458c,96
8ebc4f02-6139-432d-b58f-b257b90abac3,697d6fe1-1fb6-4afb-a160-03fcee76532f,d6649cbc-2ae8-4a5b-b0f8-2d583fb6458c,98
aca79241-bdd9-427c-9ed6-9db042560888,9c20ab8e-c3ce-43a4-8a32-d0d6a5281f57,d6649cbc-2ae8-4a5b-b0f8-2d583fb6458c,19
11729547-4b24-4a2e-b39f-876ea132c2d3,c25a9b47-ffe6-4889-a289-12453200d17f,d6649cbc-2ae8-4a5b-b0f8-2d583fb6458c,83
7c9336fe-e54d-4683-9750-33ac5e94f026,363cbdd0-b1d8-45cc-96ec-2ddd6b86d0ee,d6649cbc-2ae8-4a5b-b0f8-2d583fb6458c,97
059b1c37-6f4f-40ae-8e89-f7a48214e3e1,33f41cbf-dbfc-493b-9b3e-36b88a6bca77,d6649cbc-2ae8-4a5b-b0f8-2d583fb6458c,0
11764841-eff9-4d4d-b8f5-0830f2133579,6346a07c-7c07-42fc-b68e-b13462d889a3,d6649cbc-2ae8-4a5b-b0f8-2d583fb6458c,22
e1124593-a819-42e1-9751-7b5b3b9724a0,b4f10d51-c91c-492f-8267-ea73e68f3ee7,d6649cbc-2ae8-4a5b-b0f8-2d583fb6458c,95
64cdbd8c-989a-4775-a010-1b35e80c4f07,ad525104-71e2-4844-977c-e03341f1a498,d6649cbc-2ae8-4a5b-b0f8-2d583fb6458c,19
e5477bcb-b6e4-4a7e-bb53-80f5e510efdd,04ef3106-842d-4aa5-b3c6-47a26244f3c9,e174d5d9-55cb-4d14-b7a3-70808946d086,80
bd9f2095-4164-4ead-82a9-9796e2bc1deb,29649024-9f8b-42d7-b397-c82d1cf9754b,e174d5d9-55cb-4d14-b7a3-70808946d086,64
c9609660-28b3-46df-ad5b-b9cc267d969d,697d6fe1-1fb6-4afb-a160-03fcee76532f,e174d5d9-55cb-4d14-b7a3-70808946d086,99
aeeb3e9a-b804-4001-8bd6-e64be3caf23e,9c20ab8e-c3ce-43a4-8a32-d0d6a5281f57,e174d5d9-55cb-4d14-b7a3-70808946d086,42
7b588877-d9ec-47bb-a88a-d0c710eea2a2,c25a9b47-ffe6-4889-a289-12453200d17f,e174d5d9-55cb-4d14-b7a3-70808946d086,21
7fcc4302-2b52-470b-b1c2-57d44657dabe,363cbdd0-b1d8-45cc-96ec-2ddd6b86d0ee,e174d5d9-55cb-4d14-b7a3-70808946d086,78
50eaed62-35e5-4aee-8b86-5aaa42b54dcb,33f41cbf-dbfc-493b-9b3e-36b88a6bca77,e174d5d9-55cb-4d14-b7a3-70808946d086,9
39fb2ab8-5d30-44de-aad0-9d7775bc9887,6346a07c-7c07-42fc-b68e-b13462d889a3,e174d5d9-55cb-4d14-b7a3-70808946d086,56
6b850b5b-e6c2-4d66-936c-53ab545f5c44,b4f10d51-c91c-492f-8267-ea73e68f3ee7,e174d5d9-55cb-4d14-b7a3-70808946d086,6
9618a5d5-1902-4cf3-8628-fa844cc4f0e3,ad525104-71e2-4844-977c-e03341f1a498,e174d5d9-55cb-4d14-b7a3-70808946d086,1
e11ea5ef-ede3-4a3d-9cc9-e9a6bf1fe16e,04ef3106-842d-4aa5-b3c6-47a26244f3c9,63d79eba-ce00-4012-a715-bbe5c5ce10e0,76
7609f8eb-fd0e-46a6-ae0c-ff20a3255be3,29649024-9f8b-42d7-b397-c82d1cf9754b,63d79eba-ce00-4012-a715-bbe5c5ce10e0,88
3e61d54c-4ffb-4047-9b24-db89143fe959,697d6fe1-1fb6-4afb-a160-03fcee76532f,63d79eba-ce00-4012-a715-bbe5c5ce10e0,80
b09ba018-e97d-4783-bc28-68791a4f96d3,9c20ab8e-c3ce-43a4-8a32-d0d6a5281f57,63d79eba-ce00-4012-a715-bbe5c5ce10e0,99
8cdf2781-7511-4f0e-b2a3-5252a3bd2ad3,c25a9b47-ffe6-4889-a289-12453200d17f,63d79eba-ce00-4012-a715-bbe5c5ce10e0,59
4489d4b0-223a-4d08-a9af-bb1e505c84cb,363cbdd0-b1d8-45cc-96ec-2ddd6b86d0ee,63d79eba-ce00-4012-a715-bbe5c5ce10e0,20
d9bfe4fa-b2f0-4a62-a663-a1ab71b0e432,33f41cbf-dbfc-493b-9b3e-36b88a6bca77,63d79eba-ce00-4012-a715-bbe5c5ce10e0,50
661ca650-d9fb-466c-b52a-88e9e760d041,6346a07c-7c07-42fc-b68e-b13462d889a3,63d79eba-ce00-4012-a715-bbe5c5ce10e0,13
f5f3b52b-a7bc-42e0-b930-323660b6e518,b4f10d51-c91c-492f-8267-ea73e68f3ee7,63d79eba-ce00-4012-a715-bbe5c5ce10e0,94
27a3343c-2335-4d30-bc74-2937e815727a,ad525104-71e2-4844-977c-e03341f1a498,63d79eba-ce00-4012-a715-bbe5c5ce10e0,80
b3afb2ec-3b12-4a35-a89f-a8eab2ef108f,04ef3106-842d-4aa5-b3c6-47a26244f3c9,5d4a3f2b-00f0-412e-a720-129058a0f83e,42
8aae08b2-7ddd-413a-9dc1-8a75a3c5e339,29649024-9f8b-42d7-b397-c82d1cf9754b,5d4a3f2b-00f0-412e-a720-129058a0f83e,56
2f59e32b-7cf1-419d-a871-d37e312ac994,697d6fe1-1fb6-4afb-a160-03fcee76532f,5d4a3f2b-00f0-412e-a720-129058a0f83e,84
aad1e340-ac5c-442e-841e-a6997526aaa9,9c20ab8e-c3ce-43a4-8a32-d0d6a5281f57,5d4a3f2b-00f0-412e-a720-129058a0f83e,58
a3fe94c9-b74f-4b06-87bb-0ac77d83aa07,c25a9b47-ffe6-4889-a289-12453200d17f,5d4a3f2b-00f0-412e-a720-129058a0f83e,11
47dcc488-be14-4db1-81e5-0cc02c1b95cb,363cbdd0-b1d8-45cc-96ec-2ddd6b86d0ee,5d4a3f2b-00f0-412e-a720-129058a0f83e,2
a38dde59-d2eb-48e3-a11f-46b45917111b,33f41cbf-dbfc-493b-9b3e-36b88a6bca77,5d4a3f2b-00f0-412e-a720-129058a0f83e,58
d48c5e68-86c5-4b63-b11b-9c068b3c425b,6346a07c-7c07-42fc-b68e-b13462d889a3,5d4a3f2b-00f0-412e-a720-129058a0f83e,55
43cf304b-4b31-42bf-b10a-042a0a919912,b4f10d51-c91c-492f-8267-ea73e68f3ee7,5d4a3f2b-00f0-412e-a720-129058a0f83e,33
83e60615-db36-4184-94ec-658737a78b9f,ad525104-71e2-4844-977c-e03341f1a498,5d4a3f2b-00f0-412e-a720-129058a0f83e,58
61b50bbf-a6ac-425f-a09c-06ec7e8b452d,04ef3106-842d-4aa5-b3c6-47a26244f3c9,1c618225-7464-4942-ae71-4fa51f425ecd,22
3daf0ae4-6b45-4f31-a0f3-3b12b245cf8d,29649024-9f8b-42d7-b397-c82d1cf9754b,1c618225-7464-4942-ae71-4fa51f425ecd,65
1fd89dc1-880f-4a85-bb22-eb37d33bab62,697d6fe1-1fb6-4afb-a160-03fcee76532f,1c618225-7464-4942-ae71-4fa51f425ecd,5
5780f8b0-5046-4b8a-abe8-e8aee396d7bd,9c20ab8e-c3ce-43a4-8a32-d0d6a5281f57,1c618225-7464-4942-ae71-4fa51f425ecd,46
d007f82b-4620-474e-b851-319b99cb9d45,c25a9b47-ffe6-4889-a289-12453200d17f,1c618225-7464-4942-ae71-4fa51f425ecd,96
f9a84ba9-af34-4572-a294-c004758fbedc,363cbdd0-b1d8-45cc-96ec-2ddd6b86d0ee,1c618225-7464-4942-ae71-4fa51f425ecd,74
384f8761-19e8-4ce1-b33a-b3bcdf1d5ac3,33f41cbf-dbfc-493b-9b3e-36b88a6bca77,1c618225-7464-4942-ae71-4fa51f425ecd,43
f9ac509e-bd7e-488f-909b-f082473cb14a,6346a07c-7c07-42fc-b68e-b13462d889a3,1c618225-7464-4942-ae71-4fa51f425ecd,60
d57219e5-eaa9-4d31-bb0a-6039ec29dfac,b4f10d51-c91c-492f-8267-ea73e68f3ee7,1c618225-7464-4942-ae71-4fa51f425ecd,67
83d9758a-27a7-4185-8923-a3bb0983e1a7,ad525104-71e2-4844-977c-e03341f1a498,1c618225-7464-4942-ae71-4fa51f425ecd,54
506718dc-10c3-428e-88be-ec08786a2e88,04ef3106-842d-4aa5-b3c6-47a26244f3c9,7394a29c-2541-46a9-befe-2eb563316e58,88
ab5881a3-b5bc-44a2-95a8-74935bbcf022,29649024-9f8b-42d7-b397-c82d1cf9754b,7394a29c-2541-46a9-befe-2eb563316e58,32
6b14f9c8-f7ce-4bd1-8c24-0cbb7fe91543,697d6fe1-1fb6-4afb-a160-03fcee76532f,7394a29c-2541-46a9-befe-2eb563316e58,9
db4f8670-527d-412a-aa7c-237379f56f73,9c20ab8e-c3ce-43a4-8a32-d0d6a5281f57,7394a29c-2541-46a9-befe-2eb563316e58,98
30bcec00-b320-4a4c-869f-f54fd7c5064c,c25a9b47-ffe6-4889-a289-12453200d17f,7394a29c-2541-46a9-befe-2eb563316e58,56
079005d7-8522-49bd-937d-25bbe8a1b82d,363cbdd0-b1d8-45cc-96ec-2ddd6b86d0ee,7394a29c-2541-46a9-befe-2eb563316e58,73
7625b1de-455a-45e9-a680-68d7929c009b,33f41cbf-dbfc-493b-9b3e-36b88a6bca77,7394a29c-2541-46a9-befe-2eb563316e58,15
54a9b1b7-ba23-4a30-bcd8-a028e62ff689,6346a07c-7c07-42fc-b68e-b13462d889a3,7394a29c-2541-46a9-befe-2eb563316e58,99
8fe067ba-5a15-4cfe-b363-3bec737b5820,b4f10d51-c91c-492f-8267-ea73e68f3ee7,7394a29c-2541-46a9-befe-2eb563316e58,60
6e5200fe-e4ca-4775-875c-ee98060f787c,ad525104-71e2-4844-977c-e03341f1a498,7394a29c-2541-46a9-befe-2eb563316e58,62
5fb17802-545f-46ad-a0b0-e45554f76b12,04ef3106-842d-4aa5-b3c6-47a26244f3c9,104ac4a7-e197-4035-ad1c-22c3abece93f,46
bf0082e2-5b81-4134-9f74-05a089a22e96,29649024-9f8b-42d7-b397-c82d1cf9754b,104ac4a7-e197-4035-ad1c-22c3abece93f,87
491df32b-fdb9-422b-adc6-b798a8b1a772,697d6fe1-1fb6-4afb-a160-03fcee76532f,104ac4a7-e197-4035-ad1c-22c3abece93f,28
8085008c-d6e7-414c-84e2-cd3dc165d248,9c20ab8e-c3ce-43a4-8a32-d0d6a5281f57,104ac4a7-e197-4035-ad1c-22c3abece93f,15
1df32e34-021f-4708-a03f-cc2f80375290,c25a9b47-ffe6-4889-a289-12453200d17f,104ac4a7-e197-4035-ad1c-22c3abece93f,77
fdb2931f-9d37-4b86-8e7f-1a33d7b67b45,363cbdd0-b1d8-45cc-96ec-2ddd6b86d0ee,104ac4a7-e197-4035-ad1c-22c3abece93f,23
c4835b2f-783d-4d0f-99f2-5e7d6648b541,33f41cbf-dbfc-493b-9b3e-36b88a6bca77,104ac4a7-e197-4035-ad1c-22c3abece93f,80
da3fe67a-3830-43d6-ae95-b75297b15ce5,6346a07c-7c07-42fc-b68e-b13462d889a3,104ac4a7-e197-4035-ad1c-22c3abece93f,40
de05017b-d115-4fa8-ab6d-bcb5b7e4ee48,b4f10d51-c91c-492f-8267-ea73e68f3ee7,104ac4a7-e197-4035-ad1c-22c3abece93f,30
9f53bc02-b87a-44c8-bbdc-971a54cb0d58,ad525104-71e2-4844-977c-e03341f1a498,104ac4a7-e197-4035-ad1c-22c3abece93f,18
7262a5b6-e784-4a5e-90a9-4305873a1ae7,04ef3106-842d-4aa5-b3c6-47a26244f3c9,560afd0e-c973-4ba9-857c-eba7fe7b4f7e,19
3d0bb294-03a1-46b4-8946-e8ecdd72a787,29649024-9f8b-42d7-b397-c82d1cf9754b,560afd0e-c973-4ba9-857c-eba7fe7b4f7e,54
28f65d2b-6e90-4035-8515-a47940b39758,697d6fe1-1fb6-4afb-a160-03fcee76532f,560afd0e-c973-4ba9-857c-eba7fe7b4f7e,23
390cc5e4-93d1-41b7-ab18-129ce50d3bf7,9c20ab8e-c3ce-43a4-8a32-d0d6a5281f57,560afd0e-c973-4ba9-857c-eba7fe7b4f7e,48
99f8346f-8ae4-4aa4-a358-0e380938ba93,c25a9b47-ffe6-4889-a289-12453200d17f,560afd0e-c973-4ba9-857c-eba7fe7b4f7e,79
8faa51e3-aee3-4a7f-9942-1eda4bd897bb,363cbdd0-b1d8-45cc-96ec-2ddd6b86d0ee,560afd0e-c973-4ba9-857c-eba7fe7b4f7e,10
8e9c7bf2-e88b-45e8-95fc-725e9fb5e2ea,33f41cbf-dbfc-493b-9b3e-36b88a6bca77,560afd0e-c973-4ba9-857c-eba7fe7b4f7e,82
b50d0d7d-4ad8-4ea9-b265-d6dd8cf60cfa,6346a07c-7c07-42fc-b68e-b13462d889a3,560afd0e-c973-4ba9-857c-eba7fe7b4f7e,33
42b01406-c6b1-4e70-a318-defd98588443,b4f10d51-c91c-492f-8267-ea73e68f3ee7,560afd0e-c973-4ba9-857c-eba7fe7b4f7e,2
af60e911-5a8c-45f4-ae53-552a925b10b4,ad525104-71e2-4844-977c-e03341f1a498,560afd0e-c973-4ba9-857c-eba7fe7b4f7e,86
5948d1e2-1367-4223-a53d-51595f7f07ae,04ef3106-842d-4aa5-b3c6-47a26244f3c9,3a8e5759-0bb8-416e-b03e-bc7c04583ff6,78
c9f3f47f-4381-4c80-bb01-d265f402fbe4,29649024-9f8b-42d7-b397-c82d1cf9754b,3a8e5759-0bb8-416e-b03e-bc7c04583ff6,91
3a82594f-9ccf-4787-b538-4fc919a72d1e,697d6fe1-1fb6-4afb-a160-03fcee76532f,3a8e5759-0bb8-416e-b03e-bc7c04583ff6,47
c195ee04-f296-41e5-bb0a-14fc6df76bab,9c20ab8e-c3ce-43a4-8a32-d0d6a5281f57,3a8e5759-0bb8-416e-b03e-bc7c04583ff6,40
c483d166-1029-41f1-acfe-674510000fe3,c25a9b47-ffe6-4889-a289-12453200d17f,3a8e5759-0bb8-416e-b03e-bc7c04583ff6,93
8a0d1c17-c184-4e43-a2d6-cb7720e3f7eb,363cbdd0-b1d8-45cc-96ec-2ddd6b86d0ee,3a8e5759-0bb8-416e-b03e-bc7c04583ff6,9
